ensgid	gene_name	hg38_chr	hg38_start0	hg38_end	hg38_strand	hg19_chr	hg19_start0	hg19_end	hg19_strand
ENSG00000197008	ZNF138	chr7	64794387	64833681	+	chr7	64254765	64294059	+
ENSG00000198039	ZNF273	chr7	64870171	64930981	+	chr7	64330549	64391359	+
ENSG00000152926	ZNF117	chr7	64970662	65006687	-	chr7	64431040	64467065	-
ENSG00000213462	ERV3-1	chr7	64990355	65006743	-	chr7	64450733	64467121	-
ENSG00000146757	ZNF92	chr7	65373798	65401136	+	chr7	64838711	64866049	+
ENSG00000196715	VKORC1L1	chr7	65873073	65959563	+	chr7	65338060	65424550	+
ENSG00000169919	GUSB	chr7	65960676	65982283	-	chr7	65425663	65447270	-
ENSG00000126522	ASL	chr7	66075799	66094697	+	chr7	65540786	65559684	+
ENSG00000241258	CRCP	chr7	66114603	66154568	+	chr7	65579590	65619555	+
ENSG00000169902	TPST1	chr7	66205288	66420549	+	chr7	65670275	65885536	+
ENSG00000243335	KCTD7	chr7	66628880	66649067	+	chr7	66093867	66114054	+
ENSG00000154710	RABGEF1	chr7	66682104	66811464	+	chr7	66147091	66276451	+
ENSG00000106609	TMEM248	chr7	66921170	66958551	+	chr7	66386157	66423538	+
ENSG00000126524	SBDS	chr7	66987679	66995693	-	chr7	66452666	66460680	-
ENSG00000198874	TYW1	chr7	66995172	67239521	+	chr7	66460159	66704508	+
ENSG00000230358	SPDYE21	chr7	67276940	67289005	+	""			""
ENSG00000158321	AUTS2	chr7	69598295	70793506	+	chr7	69063281	70258492	+
ENSG00000185274	GALNT17	chr7	71132143	71713600	+	chr7	70597129	71178585	+
ENSG00000183166	CALN1	chr7	71779490	72447151	-	chr7	71244475	71912136	-
ENSG00000277149	TYW1B	chr7	72558743	72828260	-	chr7	72023728	72298839	-
ENSG00000196313	POM121	chr7	72879348	72951440	+	chr7	72349919	72421979	+
ENSG00000155428	TRIM74	chr7	72959484	72969466	-	chr7	72430015	72439997	-
ENSG00000273520	SPDYE8	chr7	73019718	73029766	-	""			""
ENSG00000275976	SPDYE11	chr7	73047861	73057911	-	""			""
ENSG00000262461	SPDYE9	chr7	73075971	73086038	-	chr7	74911441	74918576	+
ENSG00000274570	SPDYE10	chr7	73104007	73155431	-	chr7	72518309	72569519	-
ENSG00000130305	NSUN5	chr7	73302515	73308867	-	chr7	72716512	72722864	-
ENSG00000146755	TRIM50	chr7	73312535	73328082	-	chr7	72726531	72742085	-
ENSG00000077800	FKBP6	chr7	73328160	73358637	+	chr7	72742163	72772646	+
ENSG00000188763	FZD9	chr7	73433777	73436120	+	chr7	72848107	72850450	+
ENSG00000009954	BAZ1B	chr7	73440405	73522293	-	chr7	72854735	72936623	-
ENSG00000106635	BCL7B	chr7	73536354	73557699	-	chr7	72950684	72972029	-
ENSG00000106638	TBL2	chr7	73567536	73578791	-	chr7	72981866	72993121	-
ENSG00000009950	MLXIPL	chr7	73593193	73624568	-	chr7	73007523	73038898	-
ENSG00000176428	VPS37D	chr7	73667830	73672112	+	chr7	73082160	73086442	+
ENSG00000176410	DNAJC30	chr7	73680917	73683453	-	chr7	73095247	73097783	-
ENSG00000071462	BUD23	chr7	73683567	73698228	+	chr7	73097897	73112558	+
ENSG00000106089	STX1A	chr7	73699204	73719691	-	chr7	73113534	73134021	-
ENSG00000106077	ABHD11	chr7	73736090	73738863	-	chr7	73150420	73153193	-
ENSG00000165215	CLDN3	chr7	73768996	73770270	-	chr7	73183326	73184600	-
ENSG00000189143	CLDN4	chr7	73799541	73832690	+	chr7	73213871	73247020	+
ENSG00000165171	METTL27	chr7	73834011	73842539	-	chr7	73248341	73256869	-
ENSG00000175877	TMEM270	chr7	73861158	73865890	+	chr7	73275488	73280220	+
ENSG00000049540	ELN	chr7	74027788	74069909	+	chr7	73442118	73484239	+
ENSG00000106683	LIMK1	chr7	74082932	74122527	+	chr7	73497262	73536857	+
ENSG00000106682	EIF4H	chr7	74174230	74197122	+	chr7	73588560	73611452	+
ENSG00000086730	LAT2	chr7	74199651	74234454	+	chr7	73613981	73648784	+
ENSG00000049541	RFC2	chr7	74223230	74254458	-	chr7	73637560	73668788	-
ENSG00000106665	CLIP2	chr7	74289406	74405943	+	chr7	73703736	73820273	+
ENSG00000006704	GTF2IRD1	chr7	74452462	74602619	+	chr7	73866792	74016945	+
ENSG00000263001	GTF2I	chr7	74650230	74760706	+	chr7	74064570	74175036	+
ENSG00000158517	NCF1	chr7	74773974	74789376	+	chr7	74188321	74203720	+
ENSG00000196275	GTF2IRD2	chr7	74796143	74851611	-	chr7	74210482	74267847	-
ENSG00000184616	SPDYE12	chr7	74904288	74915078	-	chr7	74320393	74331167	-
ENSG00000274070	CASTOR2	chr7	74964704	75031528	+	chr7	74378872	74445631	+
ENSG00000274523	RCC1L	chr7	75027121	75074228	-	chr7	74441225	74490064	-
ENSG00000174428	GTF2IRD2B	chr7	75092395	75149818	+	chr7	74508186	74565624	+
ENSG00000286038	SPDYE13	chr7	75280789	75289501	+	chr7	74695612	74704312	+
ENSG00000286137	SPDYE14	chr7	75307375	75317429	+	chr7	74936528	74946599	+
ENSG00000286014	SPDYE15	chr7	75335342	75345396	+	chr7	74964555	74974618	+
ENSG00000178809	TRIM73	chr7	75395062	75410996	+	chr7	75024336	75040279	+
ENSG00000272391	POM121C	chr7	75416783	75486358	-	chr7	75046062	75115635	-
ENSG00000170092	SPDYE5	chr7	75492319	75504316	+	chr7	75121597	75133640	+
ENSG00000127946	HIP1	chr7	75533297	75738986	-	chr7	75162618	75368304	-
ENSG00000006606	CCL26	chr7	75769532	75789896	-	chr7	75398850	75419214	-
ENSG00000106178	CCL24	chr7	75810824	75823943	-	chr7	75440142	75453261	-
ENSG00000005486	RHBDD2	chr7	75842601	75888927	+	chr7	75471919	75518245	+
ENSG00000127948	POR	chr7	75899199	75986855	+	chr7	75528517	75616173	+
ENSG00000189077	TMEM120A	chr7	75986830	75994656	-	chr7	75616148	75623974	-
ENSG00000127952	STYXL1	chr7	75996314	76048809	-	chr7	75625632	75678127	-
ENSG00000146701	MDH2	chr7	76048049	76067508	+	chr7	75677367	75696826	+
ENSG00000177679	SRRM3	chr7	76201895	76287288	+	chr7	75831213	75916605	+
ENSG00000106211	HSPB1	chr7	76302672	76305813	+	chr7	75931989	75935130	+
ENSG00000170027	YWHAG	chr7	76326798	76358991	-	chr7	75956115	75988308	-
ENSG00000146700	SSC4D	chr7	76389016	76409744	-	chr7	76018333	76039061	-
ENSG00000188372	ZP3	chr7	76397517	76442071	+	chr7	76026834	76071388	+
ENSG00000091073	DTX2	chr7	76461655	76506471	+	chr7	76090972	76135788	+
ENSG00000243566	UPK3B	chr7	76510524	76516522	+	chr7	76139841	76145839	+
ENSG00000185040	SPDYE16	chr7	76531312	76543297	-	chr7	76160629	76172614	-
ENSG00000146707	POMZP3	chr7	76601808	76627288	-	chr7	76231125	76256605	-
ENSG00000186645	SPDYE17	chr7	77022305	77032361	-	chr7	76651622	76661678	-
ENSG00000205482	SPDYE18	chr7	77050390	77063938	-	chr7	76679707	76693255	-
ENSG00000135205	CCDC146	chr7	77122433	77329533	+	chr7	76751750	76958850	+
ENSG00000127951	FGL2	chr7	77193368	77199848	-	chr7	76822685	76829165	-
ENSG00000186088	GSAP	chr7	77310750	77416419	-	chr7	76940067	77045736	-
ENSG00000127947	PTPN12	chr7	77537294	77640072	+	chr7	77166611	77269389	+
ENSG00000187257	RSBN1L	chr7	77696458	77783022	+	chr7	77325775	77412339	+
ENSG00000135211	TMEM60	chr7	77793727	77799484	-	chr7	77423044	77428801	-
ENSG00000006576	PHTF2	chr7	77798760	77957503	+	chr7	77428077	77586820	+
ENSG00000187391	MAGI2	chr7	78017054	79453667	-	chr7	77646371	79082983	-
ENSG00000127955	GNAI1	chr7	79768027	80226181	+	chr7	79397343	79855497	+
ENSG00000135218	CD36	chr7	80369531	80679277	+	chr7	79998847	80308593	+
ENSG00000214415	GNAT3	chr7	80458634	80512064	-	chr7	80087950	80141380	-
ENSG00000075223	SEMA3C	chr7	80742537	80922379	-	chr7	80371853	80551695	-
ENSG00000019991	HGF	chr7	81699009	81770438	-	chr7	81328325	81399754	-
ENSG00000153956	CACNA2D1	chr7	81946443	82443970	-	chr7	81575759	82073286	-
ENSG00000186472	PCLO	chr7	82754011	83162930	-	chr7	82383327	82792246	-
ENSG00000170381	SEMA3E	chr7	83363237	83649139	-	chr7	82992553	83278455	-
ENSG00000075213	SEMA3A	chr7	83955776	84492939	-	chr7	83585092	84122255	-
ENSG00000153993	SEMA3D	chr7	84995194	85187056	-	chr7	84624510	84816372	-
ENSG00000198822	GRM3	chr7	86643908	86864884	+	chr7	86273224	86494200	+
ENSG00000164659	ELAPOR2	chr7	86876905	87059693	-	chr7	86506221	86689009	-
ENSG00000135164	DMTF1	chr7	87152408	87196337	+	chr7	86781724	86825653	+
ENSG00000135185	TMEM243	chr7	87196157	87220597	-	chr7	86825473	86849913	-
ENSG00000005469	CROT	chr7	87345663	87399800	+	chr7	86974979	87029116	+
ENSG00000005471	ABCB4	chr7	87401695	87480435	-	chr7	87031011	87109751	-
ENSG00000085563	ABCB1	chr7	87503016	87713375	-	chr7	87132332	87342691	-
ENSG00000105784	RUNDC3B	chr7	87627547	87832296	+	chr7	87256863	87461611	+
ENSG00000075303	SLC25A40	chr7	87833560	87876404	-	chr7	87462875	87505719	-
ENSG00000006634	DBF4	chr7	87876215	87909553	+	chr7	87505530	87538868	+
ENSG00000008277	ADAM22	chr7	87934135	88202889	+	chr7	87563450	87832204	+
ENSG00000075142	SRI	chr7	88205114	88226993	-	chr7	87834429	87856308	-
ENSG00000127954	STEAP4	chr7	88270891	88307010	-	chr7	87900206	87936325	-
ENSG00000182348	ZNF804B	chr7	88759699	89338528	+	chr7	88389013	88967842	+
ENSG00000164645	TEX47	chr7	88794105	88795737	-	chr7	88423419	88425051	-
ENSG00000164647	STEAP1	chr7	90154435	90164829	+	chr7	89783749	89794143	+
ENSG00000157214	STEAP2	chr7	90167589	90238137	+	chr7	89796903	89867451	+
ENSG00000105792	CFAP69	chr7	90245160	90311063	+	chr7	89874474	89940377	+
ENSG00000283267	FAM237B	chr7	90316502	90321304	-	chr7	89945816	89950618	-
ENSG00000105793	GTPBP10	chr7	90335222	90391453	+	chr7	89964536	90020767	+
ENSG00000157224	CLDN12	chr7	90383720	90513402	+	chr7	90013034	90142716	+
ENSG00000058091	CDK14	chr7	90466423	91210590	+	chr7	90095737	90839905	+
ENSG00000251154	PTTG1IP2	chr7	90469638	90513397	+	chr7	90098952	90142711	+
ENSG00000157240	FZD1	chr7	91264432	91271326	+	chr7	90893747	90900641	+
ENSG00000127989	MTERF1	chr7	91692007	91880727	-	chr7	91321322	91510041	-
ENSG00000127914	AKAP9	chr7	91940839	92110673	+	chr7	91570153	91739987	+
ENSG00000001630	CYP51A1	chr7	92084986	92134803	-	chr7	91714300	91764117	-
ENSG00000240720	LRRD1	chr7	92141642	92179531	-	chr7	91770956	91808845	-
ENSG00000001631	KRIT1	chr7	92197497	92246166	-	chr7	91826811	91875480	-
ENSG00000001629	ANKIB1	chr7	92245972	92402070	+	chr7	91875286	92031384	+
ENSG00000157259	GATAD1	chr7	92447481	92460075	+	chr7	92076795	92089389	+
ENSG00000242950	ERVW-1	chr7	92468379	92477986	-	chr7	92097693	92107300	-
ENSG00000127980	PEX1	chr7	92487019	92528640	-	chr7	92116333	92157954	-
ENSG00000127993	RBM48	chr7	92528772	92540481	+	chr7	92158086	92169795	+
ENSG00000234545	FAM133B	chr7	92560757	92590409	-	chr7	92190071	92219723	-
ENSG00000105810	CDK6	chr7	92604920	92836591	-	chr7	92234234	92465905	-
ENSG00000205413	SAMD9	chr7	93099512	93118023	-	chr7	92728825	92747336	-
ENSG00000177409	SAMD9L	chr7	93130055	93148385	-	chr7	92759368	92777698	-
ENSG00000188175	HEPACAM2	chr7	93188533	93226559	-	chr7	92817846	92855872	-
ENSG00000004766	VPS50	chr7	93232339	93361123	+	chr7	92861652	92990435	+
ENSG00000004948	CALCR	chr7	93424485	93575738	-	chr7	93053797	93205050	-
ENSG00000127928	GNGT1	chr7	93591328	93911265	+	chr7	93220640	93540577	+
ENSG00000105825	TFPI2	chr7	93885395	93890753	-	chr7	93514707	93520065	-
ENSG00000127920	GNG11	chr7	93921734	93928610	+	chr7	93551046	93557922	+
ENSG00000105829	BET1	chr7	93962761	94004382	-	chr7	93592073	93633694	-
ENSG00000164692	COL1A2	chr7	94394819	94431227	+	chr7	94024131	94060539	+
ENSG00000127995	CASD1	chr7	94509218	94557302	+	chr7	94138530	94186614	+
ENSG00000127990	SGCE	chr7	94524203	94656572	-	chr7	94153515	94285884	-
ENSG00000242265	PEG10	chr7	94656324	94669695	+	chr7	94285636	94299007	+
ENSG00000158528	PPP1R9A	chr7	94907201	95296415	+	chr7	94536513	94925727	+
ENSG00000005421	PON1	chr7	95297172	95324710	-	chr7	94926484	94954022	-
ENSG00000105852	PON3	chr7	95357617	95396493	-	chr7	94986929	95025805	-
ENSG00000105854	PON2	chr7	95404860	95435389	-	chr7	95034172	95064701	-
ENSG00000005981	ASB4	chr7	95478443	95540233	+	chr7	95107755	95169545	+
ENSG00000004799	PDK4	chr7	95583496	95597638	-	chr7	95212808	95226950	-
ENSG00000158560	DYNC1I1	chr7	95772458	96110322	+	chr7	95401770	95739634	+
ENSG00000004864	SLC25A13	chr7	96120217	96322147	-	chr7	95749529	95951459	-
ENSG00000127922	SEM1	chr7	96481625	96709891	-	chr7	96110937	96339203	-
ENSG00000006377	DLX6	chr7	97005552	97011040	+	chr7	96634864	96640352	+
ENSG00000105880	DLX5	chr7	97020395	97024950	-	chr7	96649707	96654262	-
ENSG00000196636	SDHAF3	chr7	97117697	97181763	+	chr7	96747009	96811075	+
ENSG00000006128	TAC1	chr7	97732052	97740472	+	chr7	97361364	97369784	+
ENSG00000070669	ASNS	chr7	97851676	97872542	-	chr7	97480988	97501854	-
ENSG00000135175	OCM2	chr7	97984686	97991169	-	chr7	97613998	97620481	-
ENSG00000164715	LMTK2	chr7	98106859	98209638	+	chr7	97736171	97838950	+
ENSG00000180535	BHLHA15	chr7	98211438	98215457	+	chr7	97840750	97844769	+
ENSG00000205356	TECPR1	chr7	98214623	98252235	-	chr7	97843935	97881547	-
ENSG00000164713	BRI3	chr7	98252378	98310441	+	chr7	97881690	97939753	+
ENSG00000006453	BAIAP2L1	chr7	98291647	98401115	-	chr7	97920959	98030427	-
ENSG00000106236	NPTX2	chr7	98617284	98629869	+	chr7	98246596	98259181	+
ENSG00000166448	TMEM130	chr7	98846487	98870771	-	chr7	98444110	98468394	-
ENSG00000196367	TRRAP	chr7	98877932	99050831	+	chr7	98475555	98648454	+
ENSG00000198742	SMURF1	chr7	99027434	99144164	-	chr7	98625057	98741787	-
ENSG00000185467	KPNA7	chr7	99173571	99250075	-	chr7	98771194	98847698	-
ENSG00000293560	MYH16	chr7	99272838	99311132	+	chr7	98870461	98908755	+
ENSG00000241685	ARPC1A	chr7	99325879	99366267	+	chr7	98923502	98963890	+
ENSG00000130429	ARPC1B	chr7	99374225	99394827	+	chr7	98971848	98992450	+
ENSG00000106244	PDAP1	chr7	99392047	99408665	-	chr7	98989670	99006288	-
ENSG00000106245	BUD31	chr7	99408614	99419618	+	chr7	99006237	99017241	+
ENSG00000106246	PTCD1	chr7	99416738	99466163	-	chr7	99014361	99063786	-
ENSG00000160917	CPSF4	chr7	99438907	99457377	+	chr7	99036530	99055000	+
ENSG00000241468	ATP5MF	chr7	99448474	99466199	-	chr7	99046097	99063822	-
ENSG00000198556	ZNF789	chr7	99472831	99503650	+	chr7	99070454	99101273	+
ENSG00000160908	ZNF394	chr7	99473876	99504918	-	chr7	99071499	99102541	-
ENSG00000196652	ZKSCAN5	chr7	99500397	99535360	+	chr7	99098020	99132983	+
ENSG00000221909	FAM200A	chr7	99546299	99559392	-	chr7	99143922	99157015	-
ENSG00000197343	ZNF655	chr7	99558405	99576453	+	chr7	99156028	99174076	+
ENSG00000244219	TMEM225B	chr7	99597867	99611045	+	chr7	99195490	99208668	+
ENSG00000197037	ZSCAN25	chr7	99616622	99632408	+	chr7	99214245	99230031	+
ENSG00000106258	CYP3A5	chr7	99648193	99679997	-	chr7	99245816	99277620	-
ENSG00000160870	CYP3A7	chr7	99705035	99735196	-	chr7	99302658	99332819	-
ENSG00000160868	CYP3A4	chr7	99756958	99784274	-	chr7	99354581	99381897	-
ENSG00000021461	CYP3A43	chr7	99827921	99867305	+	chr7	99425544	99464928	+
ENSG00000244623	OR2AE1	chr7	99876061	99877033	-	chr7	99473684	99474656	-
ENSG00000146833	TRIM4	chr7	99876957	99919601	-	chr7	99474580	99517224	-
ENSG00000176402	GJC3	chr7	99923265	99929620	-	chr7	99520888	99527243	-
ENSG00000160862	AZGP1	chr7	99966719	99976066	-	chr7	99564342	99573689	-
ENSG00000106261	ZKSCAN1	chr7	100015569	100041689	+	chr7	99613192	99639312	+
ENSG00000166529	ZSCAN21	chr7	100049771	100065044	+	chr7	99647394	99662667	+
ENSG00000166526	ZNF3	chr7	100064032	100082703	-	chr7	99661655	99680326	-
ENSG00000168090	COPS6	chr7	100088947	100093340	+	chr7	99686570	99690963	+
ENSG00000166508	MCM7	chr7	100092232	100101940	-	chr7	99689855	99699563	-
ENSG00000221838	AP4M1	chr7	100100840	100110345	+	chr7	99698463	99707968	+
ENSG00000106290	TAF6	chr7	100106875	100120091	-	chr7	99704498	99717714	-
ENSG00000166997	CNPY4	chr7	100119633	100125508	+	chr7	99717256	99723131	+
ENSG00000214309	MBLAC1	chr7	100126693	100128498	+	chr7	99724316	99726121	+
ENSG00000188186	LAMTOR4	chr7	100148911	100155944	+	chr7	99746534	99753567	+
ENSG00000146826	TRAPPC14	chr7	100154419	100158723	-	chr7	99752042	99756346	-
ENSG00000197093	GAL3ST4	chr7	100159243	100168953	-	chr7	99756866	99766576	-
ENSG00000213420	GPC2	chr7	100169605	100177381	-	chr7	99767228	99775004	-
ENSG00000066923	STAG3	chr7	100177562	100214387	+	chr7	99775185	99812010	+
ENSG00000213413	PVRIG	chr7	100218240	100221490	+	chr7	99815863	99819113	+
ENSG00000214300	SPDYE3	chr7	100307701	100322372	+	chr7	99905324	99919995	+
ENSG00000121716	PILRB	chr7	100352175	100367831	+	chr7	99949798	99965454	+
ENSG00000085514	PILRA	chr7	100367529	100400096	+	chr7	99965152	99997719	+
ENSG00000078487	ZCWPW1	chr7	100400825	100428992	-	chr7	99998448	100026615	-
ENSG00000146834	MEPCE	chr7	100428321	100434126	+	chr7	100025944	100031749	+
ENSG00000160813	PPP1R35	chr7	100435281	100436497	-	chr7	100032904	100034120	-
ENSG00000185955	SPACDR	chr7	100456619	100464260	-	chr7	100054242	100061883	-
ENSG00000166925	TSC22D4	chr7	100466518	100479232	-	chr7	100064141	100076855	-
ENSG00000166924	NYAP1	chr7	100483604	100494802	+	chr7	100081227	100092425	+
ENSG00000106351	AGFG2	chr7	100539189	100568220	+	chr7	100136812	100165843	+
ENSG00000205307	SAP25	chr7	100572227	100573900	-	chr7	100169850	100171523	-
ENSG00000077454	LRCH4	chr7	100574010	100586161	-	chr7	100171633	100183784	-
ENSG00000106336	FBXO24	chr7	100583981	100601117	+	chr7	100181604	100198740	+
ENSG00000106333	PCOLCE	chr7	100602333	100608175	+	chr7	100199956	100205798	+
ENSG00000106330	MOSPD3	chr7	100612101	100615983	+	chr7	100209724	100213606	+
ENSG00000106327	TFR2	chr7	100620415	100642779	-	chr7	100218038	100240402	-
ENSG00000077080	ACTL6B	chr7	100643096	100656458	-	chr7	100240719	100254081	-
ENSG00000172354	GNB2	chr7	100673566	100679174	+	chr7	100271189	100276797	+
ENSG00000146830	GIGYF1	chr7	100679504	100694480	-	chr7	100277127	100292103	-
ENSG00000172336	POP7	chr7	100705444	100707504	+	chr7	100303067	100305127	+
ENSG00000130427	EPO	chr7	100720467	100723700	+	chr7	100318090	100321323	+
ENSG00000146839	ZAN	chr7	100733594	100797797	+	chr7	100331217	100395419	+
ENSG00000196411	EPHB4	chr7	100802562	100827555	-	chr7	100400184	100425177	-
ENSG00000146828	SLC12A9	chr7	100826819	100867017	+	chr7	100424441	100464639	+
ENSG00000087077	TRIP6	chr7	100867125	100873524	+	chr7	100464747	100471146	+
ENSG00000087087	SRRT	chr7	100875064	100888664	+	chr7	100472686	100486285	+
ENSG00000176125	UFSP1	chr7	100888720	100889715	-	chr7	100486341	100487336	-
ENSG00000087085	ACHE	chr7	100889993	100897022	-	chr7	100487614	100494642	-
ENSG00000169894	MUC3A	chr7	100949421	100968348	+	chr7	100547186	100611118	+
ENSG00000205277	MUC12	chr7	100969430	101018940	+	chr7	100612698	100662221	+
ENSG00000169876	MUC17	chr7	101020071	101058859	+	chr7	100663352	100702140	+
ENSG00000169871	TRIM56	chr7	101085233	101097967	+	chr7	100728514	100741248	+
ENSG00000106366	SERPINE1	chr7	101122157	101139263	+	chr7	100765438	100782544	+
ENSG00000106367	AP1S1	chr7	101154351	101161596	+	chr7	100797632	100804877	+
ENSG00000128564	VGF	chr7	101162508	101167227	-	chr7	100805789	100810508	-
ENSG00000167011	NAT16	chr7	101170495	101180293	-	chr7	100813776	100823574	-
ENSG00000106384	MOGAT3	chr7	101195006	101201080	-	chr7	100838287	100844361	-
ENSG00000106397	PLOD3	chr7	101205976	101219968	-	chr7	100849257	100863249	-
ENSG00000106400	ZNHIT1	chr7	101218160	101224190	+	chr7	100861441	100867471	+
ENSG00000106404	CLDN15	chr7	101232091	101238820	-	chr7	100875372	100882101	-
ENSG00000214253	FIS1	chr7	101239457	101252316	-	chr7	100882738	100895597	-
ENSG00000128581	IFT22	chr7	101310913	101321823	-	chr7	100954194	100965104	-
ENSG00000160963	COL26A1	chr7	101362406	101559029	+	chr7	101005687	101202309	+
ENSG00000106436	MYL10	chr7	101613329	101629296	-	chr7	101256609	101272576	-
ENSG00000257923	CUX1	chr7	101815903	102283958	+	chr7	101459183	101927250	+
ENSG00000160999	SH2B2	chr7	102284994	102321712	+	chr7	101928285	101962179	+
ENSG00000260097	SPDYE6	chr7	102345745	102356444	-	chr7	101986185	101996889	-
ENSG00000128563	PRKRIP1	chr7	102363871	102426676	+	chr7	102004318	102067123	+
ENSG00000160991	ORAI2	chr7	102433105	102456825	+	chr7	102073552	102097272	+
ENSG00000160993	ALKBH4	chr7	102456237	102464865	-	chr7	102096684	102105312	-
ENSG00000161036	LRWD1	chr7	102464938	102473507	+	chr7	102105385	102113954	+
ENSG00000005075	POLR2J	chr7	102473127	102478929	-	chr7	102113574	102119376	-
ENSG00000170667	RASA4B	chr7	102479975	102517800	-	chr7	102120422	102158247	-
ENSG00000284981	UPK3BL2	chr7	102537918	102543696	-	chr7	102178365	102184143	-
ENSG00000205238	SPDYE2	chr7	102551225	102563538	+	chr7	102191672	102203985	+
ENSG00000105808	RASA4	chr7	102579645	102616756	-	chr7	102220092	102257203	-
ENSG00000267368	UPK3BL1	chr7	102637024	102642856	-	chr7	102277471	102283303	-
ENSG00000173678	SPDYE2B	chr7	102650318	102662625	+	chr7	102290765	102303072	+
ENSG00000228049	POLR2J2	chr7	102665367	102671663	-	chr7	102305814	102312110	-
ENSG00000222011	FAM185A	chr7	102748968	102809552	+	chr7	102389415	102449999	+
ENSG00000161040	FBXL13	chr7	102811188	103075400	-	chr7	102451635	102715847	-
ENSG00000128606	LRRC17	chr7	102912940	102945111	+	chr7	102553387	102585558	+
ENSG00000170632	ARMC10	chr7	103074624	103102902	+	chr7	102715071	102743349	+
ENSG00000161048	NAPEPLD	chr7	103099775	103151172	-	chr7	102740222	102791619	-
ENSG00000105819	PMPCB	chr7	103295716	103331818	+	chr7	102936163	102972265	+
ENSG00000105821	DNAJC2	chr7	103312288	103344830	-	chr7	102952735	102985277	-
ENSG00000161057	PSMC2	chr7	103328569	103370346	+	chr7	102969016	103010793	+
ENSG00000170615	SLC26A5	chr7	103352729	103446207	-	chr7	102993176	103086654	-
ENSG00000189056	RELN	chr7	103471380	103989658	-	chr7	103111827	103630105	-
ENSG00000164815	ORC5	chr7	104126340	104208047	-	chr7	103766787	103848495	-
ENSG00000187416	LHFPL3	chr7	104328602	104908561	+	chr7	103969050	104549008	+
ENSG00000005483	KMT2E	chr7	104940942	105115019	+	chr7	104581389	104755466	+
ENSG00000135250	SRPK2	chr7	105110703	105399308	-	chr7	104751150	105039755	-
ENSG00000091127	PUS7	chr7	105439660	105522272	-	chr7	105080107	105162719	-
ENSG00000135249	RINT1	chr7	105532159	105567687	+	chr7	105172606	105208134	+
ENSG00000185055	EFCAB10	chr7	105565119	105600875	-	chr7	105205566	105241322	-
ENSG00000146776	ATXN7L1	chr7	105604771	105876599	-	chr7	105245218	105517045	-
ENSG00000128536	CDHR3	chr7	105876795	106036432	+	chr7	105517241	105676878	+
ENSG00000008282	SYPL1	chr7	106090499	106112589	-	chr7	105730945	105753035	-
ENSG00000105835	NAMPT	chr7	106248297	106291225	-	chr7	105888743	105931671	-
ENSG00000253276	CCDC71L	chr7	106654359	106661158	-	chr7	106294805	106301604	-
ENSG00000105851	PIK3CG	chr7	106865277	106908980	+	chr7	106505722	106549425	+
ENSG00000005249	PRKAR2B	chr7	107044626	107161811	+	chr7	106685071	106802256	+
ENSG00000105856	HBP1	chr7	107168960	107202529	+	chr7	106809405	106842974	+
ENSG00000164597	COG5	chr7	107201371	107564261	-	chr7	106841816	107204706	-
ENSG00000172209	GPR22	chr7	107470017	107476314	+	chr7	107110462	107116759	+
ENSG00000105865	DUS4L	chr7	107563483	107579483	+	chr7	107203928	107219928	+
ENSG00000075790	BCAP29	chr7	107579956	107629170	+	chr7	107220401	107269615	+
ENSG00000091137	SLC26A4	chr7	107660593	107717809	+	chr7	107301038	107358254	+
ENSG00000105879	CBLL1	chr7	107743072	107761667	+	chr7	107383517	107402112	+
ENSG00000091138	SLC26A3	chr7	107764218	107803630	-	chr7	107404663	107444075	-
ENSG00000091140	DLD	chr7	107891161	107931730	+	chr7	107531606	107572175	+
ENSG00000091136	LAMB1	chr7	107923714	108004434	-	chr7	107564159	107644879	-
ENSG00000091128	LAMB4	chr7	108023547	108130361	-	chr7	107663992	107770806	-
ENSG00000091129	NRCAM	chr7	108147622	108456717	-	chr7	107788067	108097161	-
ENSG00000135241	PNPLA8	chr7	108470416	108569666	-	chr7	108110860	108210110	-
ENSG00000177683	THAP5	chr7	108554542	108569750	-	chr7	108194986	108210194	-
ENSG00000128590	DNAJB9	chr7	108569846	108574850	+	chr7	108210290	108215294	+
ENSG00000184903	IMMP2L	chr7	110662643	111562517	-	chr7	110302699	111202573	-
ENSG00000173114	LRRN3	chr7	111091005	111125454	+	chr7	110731061	110765510	+
ENSG00000128512	DOCK4	chr7	111726109	112206407	-	chr7	111366165	111846462	-
ENSG00000198839	ZNF277	chr7	112206694	112356519	+	chr7	111846749	111996574	+
ENSG00000006652	IFRD1	chr7	112422886	112481017	+	chr7	112062941	112121072	+
ENSG00000181016	LSMEM1	chr7	112480852	112491062	+	chr7	112120907	112131117	+
ENSG00000146802	TMEM168	chr7	112762376	112790715	-	chr7	112402431	112430770	-
ENSG00000164603	SAMTOR	chr7	112819146	112939875	-	chr7	112459201	112579930	-
ENSG00000164604	GPR85	chr7	113078330	113087778	-	chr7	112718385	112727833	-
ENSG00000214194	SMIM30	chr7	113116717	113118582	-	chr7	112756772	112758637	-
ENSG00000154415	PPP1R3A	chr7	113876776	114075920	-	chr7	113516831	113715975	-
ENSG00000128573	FOXP2	chr7	114086316	114693772	+	chr7	113726371	114333827	+
ENSG00000135272	MDFIC	chr7	114921745	115019917	+	chr7	114561800	114659971	+
ENSG00000105967	TFEC	chr7	115935147	116159896	-	chr7	115575201	115799950	-
